,acc
1,0.7638888888888888
2,0.8194444444444444
3,0.7638888888888888
4,0.7916666666666666
5,0.8055555555555556
6,0.8055555555555556
7,0.8055555555555556
8,0.8194444444444444
9,0.8055555555555556
10,0.8194444444444444
11,0.7777777777777778
12,0.8055555555555556
13,0.7777777777777778
14,0.7916666666666666
15,0.7777777777777778
